X,Y,id,x,y,Nom,icon_url
-1.59924632502637,14.3767867194384,,,,A,./0.png
-1.48515942028766,14.3768070592919,,,,B,./0.png
-1.48517115028521,14.1977797964002,,,,C,./0.png
-1.4856345492527,14.1977898745109,,,,D,./0.png
-1.48562347728684,14.3722862305662,,,,E,./0.png
-1.54312956427434,14.3722827390597,,,,F,./0.png
-1.54311160566007,14.2782485400705,,,,G,./0.png
-1.59966657164861,14.2782315911942,,,,H,./0.png
